Country,Province,County,District,Variables,Year,District_Name,County_Name,Province_Name,Major_Type
٧١٨٠٨,١٣۴٢,١٣٠,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
١٧١۵٠٨,۴٧٧٢,۴١۴,۶,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٣٩/٧٨,۴١/٣١,۴٠/٧۵,٣١/۵٨,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,٢٧٣٧,٩۴,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٢٣۴٧,٨۵,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٢٢٧۵١۶,٨٢۵٩,۶٩٢,٢١,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
١٧١٣١۴,٣٧٧۴,٣٧٣,١۵,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,١٠۶۵,٣۶,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٣٧/٠٨,٣٨/۵١,٣٨/٩١,٣٨/٣,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
۶۴۴۵٩٠,١٩۶٩١,١٧٢١,١١٣,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
۵۴۴٠٢٧,١۶٨١٨,١۴۶٨,١٠٠,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
١٢٧٨١۶,۴٨٢٩,۴٠٨,٢٧,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٩٩۵٠۶,٢۴٣٢,٢۴٣,١٨,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٢٢٧٣٢٢,٧٢۶١,۶۵١,۴۵,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٣۵/٢٧,٣۶/٨٧,٣٧/٨٣,٣٩/٨٢,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
۴٣١٠٩٢,١١۵۵٢,١٠١۶,۶,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٣۵٢٠٠۶,٩٧٩٩,٨٧٩,٢,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٩٩٧٠٠,٣۴٣٠,٢٨۴,٠,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٧١٨٠٨,١٣۴٢,١٣٠,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
١٧١۵٠٨,۴٧٧٢,۴١۴,٢,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٣٩/٧٨,۴١/٣١,۴٠/٧۵,٣٣/٣٣,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,٢٧٣٧,١١٩,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٢٣۴٧,١٠٢,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٢٢٧۵١۶,٨٢۵٩,۶٩٢,٢٧,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
١٧١٣١۴,٣٧٧۴,٣٧٣,٢٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,١٠۶۵,۴٧,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
٣٧/٠٨,٣٨/۵١,٣٨/٩١,٣٩/۴٩,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,چھارباغ,ساوجبلاغ,البرز, 
۶۴۴۵٩٠,١٩۶٩١,١٧٢١,١۵٣٣,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
۵۴۴٠٢٧,١۶٨١٨,١۴۶٨,١٣٠١,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
١٢٧٨١۶,۴٨٢٩,۴٠٨,٣۶۴,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٩٩۵٠۶,٢۴٣٢,٢۴٣,٢١٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٢٢٧٣٢٢,٧٢۶١,۶۵١,۵٧۶,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٣۵/٢٧,٣۶/٨٧,٣٧/٨٣,٣٧/۵٧,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
۴٣١٠٩٢,١١۵۵٢,١٠١۶,٩٩١,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٣۵٢٠٠۶,٩٧٩٩,٨٧٩,٨۵٩,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٩٩٧٠٠,٣۴٣٠,٢٨۴,٢٨٠,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٧١٨٠٨,١٣۴٢,١٣٠,١٢۶,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
١٧١۵٠٨,۴٧٧٢,۴١۴,۴٠۶,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٣٩/٧٨,۴١/٣١,۴٠/٧۵,۴٠/٩٧,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,٢٧٣٧,٢۵٢۴,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٢٣۴٧,٢١۶٠,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٢٢٧۵١۶,٨٢۵٩,۶٩٢,۶۴۴,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
١٧١٣١۴,٣٧٧۴,٣٧٣,٣٣٨,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,١٠۶۵,٩٨٢,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
٣٧/٠٨,٣٨/۵١,٣٨/٩١,٣٨/٩١,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,ساوجبلاغ,البرز, 
۶۴۴۵٩٠,١٩۶٩١,۶١,0,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
۵۴۴٠٢٧,١۶٨١٨,۴٣,0,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
١٢٧٨١۶,۴٨٢٩,١٣,0,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٩٩۵٠۶,٢۴٣٢,١٩,0,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٢٢٧٣٢٢,٧٢۶١,٣٢,0,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٣۵/٢٧,٣۶/٨٧,۵٢/۴۶,0,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
۴٣١٠٩٢,١١۵۵٢,۴٩,٢,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٣۵٢٠٠۶,٩٧٩٩,٣١,٢,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٩٩٧٠٠,٣۴٣٠,٩,١,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٧١٨٠٨,١٣۴٢,٢١,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
١٧١۵٠٨,۴٧٧٢,٣٠,١,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٣٩/٧٨,۴١/٣١,۶١/٢٢,۵٠,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,١١٠,٢,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٧۴,٢,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٢٢٧۵١۶,٨٢۵٩,٢٢,١,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
١٧١٣١۴,٣٧٧۴,۴٠,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,۶٢,١,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
٣٧/٠٨,٣٨/۵١,۵۶/٣۶,۵٠,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,بالاطالقان,طالقان,البرز, 
۶۴۴۵٩٠,١٩۶٩١,۶١,۶١,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
۵۴۴٠٢٧,١۶٨١٨,۴٣,۴٣,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
١٢٧٨١۶,۴٨٢٩,١٣,١٣,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٩٩۵٠۶,٢۴٣٢,١٩,١٩,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٢٢٧٣٢٢,٧٢۶١,٣٢,٣٢,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٣۵/٢٧,٣۶/٨٧,۵٢/۴۶,۵٢/۴۶,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
۴٣١٠٩٢,١١۵۵٢,۴٩,۴٧,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٣۵٢٠٠۶,٩٧٩٩,٣١,٢٩,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٩٩٧٠٠,٣۴٣٠,٩,٨,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٧١٨٠٨,١٣۴٢,٢١,٢١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
١٧١۵٠٨,۴٧٧٢,٣٠,٢٩,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٣٩/٧٨,۴١/٣١,۶١/٢٢,۶١/٧,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,١١٠,١٠٨,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٧۴,٧٢,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٢٢٧۵١۶,٨٢۵٩,٢٢,٢١,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
١٧١٣١۴,٣٧٧۴,۴٠,۴٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,۶٢,۶١,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
٣٧/٠٨,٣٨/۵١,۵۶/٣۶,۵۶/۴٨,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,طالقان,البرز, 
۶۴۴۵٩٠,١٩۶٩١,٢٢۵۶,٢٠۵۵,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
۵۴۴٠٢٧,١۶٨١٨,٢٠٠١,١٨٢٧,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
١٢٧٨١۶,۴٨٢٩,۵۶۴,۵١٩,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٩٩۵٠۶,٢۴٣٢,٢٨۴,٢۵٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٢٢٧٣٢٢,٧٢۶١,٨۴٨,٧٧۶,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٣۵/٢٧,٣۶/٨٧,٣٧/۵٩,٣٧/٧۶,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
۴٣١٠٩٢,١١۵۵٢,١٣٧١,١٢۴٠,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٣۵٢٠٠۶,٩٧٩٩,١٢١۴,١١٠١,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٩٩٧٠٠,٣۴٣٠,۴٣۶,۴٠٣,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٧١٨٠٨,١٣۴٢,١۵٠,١٣۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
١٧١۵٠٨,۴٧٧٢,۵٨۶,۵٣٧,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٣٩/٧٨,۴١/٣١,۴٢/٧۴,۴٣/٣١,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,٣۶٢٧,٣٢٩۵,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٣٢١۵,٢٩٢٨,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٢٢٧۵١۶,٨٢۵٩,١٠٠٠,٩٢٢,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
١٧١٣١۴,٣٧٧۴,۴٣۴,٣٩١,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,١۴٣۴,١٣١٣,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
٣٧/٠٨,٣٨/۵١,٣٩/۵۴,٣٩/٨۵,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,فردیس,البرز, 
۶۴۴۵٩٠,١٩۶٩١,٢٢۵۶,٢٠١,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
۵۴۴٠٢٧,١۶٨١٨,٢٠٠١,١٧۴,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
١٢٧٨١۶,۴٨٢٩,۵۶۴,۴۵,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
٩٩۵٠۶,٢۴٣٢,٢٨۴,٢٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
٢٢٧٣٢٢,٧٢۶١,٨۴٨,٧٢,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
٣۵/٢٧,٣۶/٨٧,٣٧/۵٩,٣۵/٨٢,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
۴٣١٠٩٢,١١۵۵٢,١٣٧١,١٣١,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
٣۵٢٠٠۶,٩٧٩٩,١٢١۴,١١٣,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
٩٩٧٠٠,٣۴٣٠,۴٣۶,٣٣,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
٧١٨٠٨,١٣۴٢,١۵٠,١۶,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
١٧١۵٠٨,۴٧٧٢,۵٨۶,۴٩,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مشكین دشت,فردیس,البرز, 
